MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
CRCR5Mutator,12,2,111,1,22,9,13,4,none,2,0,1
CRCR6Mutator,12,2,111,1,22,9,13,4,none,2,0,1
ROR1Mutator,16,159,111,1,22,10,12,4,none,2,0,1
ROR2Mutator,16,159,111,1,22,10,12,4,none,2,0,0
ROR3Mutator,16,159,111,1,22,10,12,4,none,2,0,1
ROR4Mutator,16,159,111,1,22,10,12,4,none,2,0,1
ROR5Mutator,16,159,111,1,22,10,12,4,none,2,0,1
UOI1Mutator,10,21,111,1,22,8,14,4,none,2,0,1
UOI1Mutator,10,21,112,2,22,15,7,4,none,2,0,1
UOI1Mutator,10,21,114,3,22,20,2,4,none,2,0,0
UOI2Mutator,10,21,111,1,22,8,14,4,none,2,0,1
UOI2Mutator,10,21,112,2,22,15,7,4,none,2,0,1
UOI2Mutator,10,21,114,3,22,20,2,4,none,2,0,0
UOI3Mutator,10,21,111,1,22,8,14,4,none,2,0,1
UOI3Mutator,10,21,112,2,22,15,7,4,none,2,0,1
UOI3Mutator,10,21,114,3,22,20,2,4,none,2,0,1
UOI4Mutator,10,21,111,1,22,8,14,4,none,2,0,1
UOI4Mutator,10,21,112,2,22,15,7,4,none,2,0,1
UOI4Mutator,10,21,114,3,22,20,2,4,none,2,0,1
InlineConstantMutator,12,2,147,1,25,10,15,1,none,3,0,1
InlineConstantMutator,10,3,148,2,25,17,8,1,none,3,0,1
NegateConditionalsMutator,16,159,147,1,25,11,14,1,none,3,0,1
NonVoidMethodCallMutator,2,183,146,0,25,5,20,1,none,3,0,1
PrimitiveReturnsMutator,4,172,150,3,25,24,1,1,none,3,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,147,1,25,11,14,1,none,3,0,1
RemoveConditionalMutator_EQUAL_IF,16,159,147,1,25,11,14,1,none,3,0,1
ReturnValsMutator,4,172,150,3,25,24,1,1,none,3,0,1
VoidMethodCallMutator,2,182,148,2,25,19,6,1,none,3,0,1
ABSMutator,10,21,147,1,25,9,16,1,none,3,0,1
ABSMutator,10,21,148,2,25,18,7,1,none,3,0,1
ABSMutator,10,21,150,3,25,23,2,1,none,3,0,1
CRCR1Mutator,12,2,147,1,25,10,15,1,none,3,0,1
CRCR1Mutator,10,3,148,2,25,17,8,1,none,3,0,1
CRCR2Mutator,12,2,147,1,25,10,15,1,none,3,0,1
CRCR3Mutator,10,3,148,2,25,17,8,1,none,3,0,1
CRCR4Mutator,12,2,147,1,25,10,15,1,none,3,0,1
CRCR5Mutator,12,2,147,1,25,10,15,1,none,3,0,1
CRCR5Mutator,10,3,148,2,25,17,8,1,none,3,0,1
CRCR6Mutator,12,2,147,1,25,10,15,1,none,3,0,1
CRCR6Mutator,10,3,148,2,25,17,8,1,none,3,0,1
ROR1Mutator,16,159,147,1,25,11,14,1,none,3,0,1
ROR2Mutator,16,159,147,1,25,11,14,1,none,3,0,0
ROR3Mutator,16,159,147,1,25,11,14,1,none,3,0,1
ROR4Mutator,16,159,147,1,25,11,14,1,none,3,0,1
ROR5Mutator,16,159,147,1,25,11,14,1,none,3,0,1
UOI1Mutator,10,21,147,1,25,9,16,1,none,3,0,1
UOI1Mutator,10,21,148,2,25,18,7,1,none,3,0,1
UOI1Mutator,10,21,150,3,25,23,2,1,none,3,0,0
UOI2Mutator,10,21,147,1,25,9,16,1,none,3,0,1
UOI2Mutator,10,21,148,2,25,18,7,1,none,3,0,1
UOI2Mutator,10,21,150,3,25,23,2,1,none,3,0,0
UOI3Mutator,10,21,147,1,25,9,16,1,none,3,0,1
UOI3Mutator,10,21,148,2,25,18,7,1,none,3,0,1
UOI3Mutator,10,21,150,3,25,23,2,1,none,3,0,1
UOI4Mutator,10,21,147,1,25,9,16,1,none,3,0,1
UOI4Mutator,10,21,148,2,25,18,7,1,none,3,0,1
UOI4Mutator,10,21,150,3,25,23,2,1,none,3,0,1
ArgumentPropagationMutator,4,183,129,0,27,7,20,1,none,5,0,1
InlineConstantMutator,12,2,130,1,27,12,15,1,none,5,0,1
NegateConditionalsMutator,16,159,130,1,27,13,14,1,none,5,0,1
NonVoidMethodCallMutator,4,183,129,0,27,7,20,1,none,5,0,1
PrimitiveReturnsMutator,4,172,133,3,27,26,1,1,none,5,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,130,1,27,13,14,1,none,5,0,1
