MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
ROR5Mutator,16,153,44,1,57,5,52,930,none,2,0,1
ROR5Mutator,16,153,46,4,57,17,40,802,none,2,0,1
ROR5Mutator,16,153,48,7,57,30,27,608,none,2,0,1
ROR5Mutator,16,153,50,10,57,43,14,590,none,2,0,1
ArgumentPropagationMutator,4,184,48,4,38,31,7,3,none,5,0,1
InlineConstantMutator,14,7,48,0,38,5,33,3,none,5,0,0
InlineConstantMutator,10,3,48,0,38,8,30,3,none,5,0,1
InlineConstantMutator,12,4,49,1,38,15,23,3,none,5,0,1
InlineConstantMutator,14,5,49,2,38,20,18,3,none,5,0,1
InlineConstantMutator,14,6,49,3,38,25,13,3,none,5,0,1
InlineConstantMutator,10,3,48,5,38,32,6,3,none,5,0,0
NonVoidMethodCallMutator,2,184,49,0,38,12,26,3,none,5,0,1
NonVoidMethodCallMutator,2,184,49,1,38,17,21,3,none,5,0,1
NonVoidMethodCallMutator,2,184,49,2,38,22,16,3,none,5,0,1
NonVoidMethodCallMutator,2,184,49,3,38,27,11,3,none,5,0,1
NonVoidMethodCallMutator,4,184,48,4,38,31,7,3,none,5,0,1
ABSMutator,10,22,49,2,38,21,17,3,none,5,0,1
ABSMutator,10,22,49,3,38,26,12,3,none,5,0,1
CRCR1Mutator,14,7,48,0,38,5,33,3,none,5,0,1
CRCR1Mutator,10,3,48,0,38,8,30,3,none,5,0,1
CRCR1Mutator,14,5,49,2,38,20,18,3,none,5,0,1
CRCR1Mutator,14,6,49,3,38,25,13,3,none,5,0,1
CRCR1Mutator,10,3,48,5,38,32,6,3,none,5,0,0
CRCR2Mutator,14,7,48,0,38,5,33,3,none,5,0,1
CRCR2Mutator,12,4,49,1,38,15,23,3,none,5,0,1
CRCR2Mutator,14,5,49,2,38,20,18,3,none,5,0,1
CRCR2Mutator,14,6,49,3,38,25,13,3,none,5,0,1
